model,prompt,tokens,lang,sents_per_doc,words_per_doc,words_per_sent,coverage,density,compression,summary_length,percentage_novel_1-gram,percentage_repeated_1-gram_in_summ,percentage_novel_2-gram,percentage_repeated_2-gram_in_summ,percentage_novel_3-gram,percentage_repeated_3-gram_in_summ
article,article,"['Galicia', 'reduce', 'a', 'súa', 'fenda', 'dixital', ',', 'achégase', 'á', 'súa', 'converxencia', 'cos', 'indicadores', 'estatais', 'de', 'uso', 'de', 'Internet', 'e', 'dispoñibilidade', 'de', 'equipamentos', 'no', 'fogar', ',', 'pero', 'segue', 'por', 'detrás', 'da', 'media', 'española', ',', 'segundo', 'os', 'datos', 'publicados', 'este', 'luns', 'pola', 'Sociedade', 'da', 'Información', 'e', 'da', 'Modernización', 'de', 'Galicia', '(', 'OSIMGA', ')', '.', 'Con', 'todo', ',', 'se', 'se', 'analizan', 'os', 'datos', 'polo', 'miúdo', ',', 'advírtese', 'que', 'tamén', 'no', 'interior', 'de', 'Galicia', 'hai', 'unha', 'fenda', ',', 'tanto', 'en', 'función', 'do', 'hábitat', '(', 'urbano-rural', ')', 'coma', 'por', 'grupos', 'de', 'idade', '.', 'As', 'urbes', 'galegas', 'amosan', 'cifras', 'de', 'acceso', 'e', 'uso', 'de', 'Internet', 'semellantes', 'á', 'media', 'española', ',', 'pero', 'as', 'zonas', 'rurais', 'seguen', 'lonxe', 'da', 'converxencia', '.', 'O', 'mesmo', 'pasa', 'por', 'idades', ':', 'os', 'galegos', 'menores', 'de', '44', 'anos', 'conéctanse', 'á', 'rede', 'máis', 'que', 'no', 'resto', 'do', 'Estado', ',', 'pero', 'por', 'riba', 'desa', 'idade', 'o', 'uso', 'de', 'Internet', 'é', 'moi', 'inferior', 'en', 'Galicia', '.', 'O', '58,3', '%', 'dos', 'fogares', 'dispón', 'de', 'conexión', 'a', 'Internet', ',', 'mentres', 'que', 'a', 'media', 'española', 'está', 'no', '63,9', '%', 'O', '58,3', '%', 'dos', 'fogares', 'dispón', 'de', 'conexión', 'a', 'Internet', ',', 'mentres', 'que', 'a', 'media', 'española', 'está', 'no', '63,9', '%', '.', 'O', 'ritmo', 'de', 'crecemento', 'galego', 'duplica', 'ao', 'estatal', ',', 'pois', 'en', 'Galicia', 'a', 'contratación', 'de', 'Internet', 'medrou', '9,4', 'puntos', 'mentres', 'que', 'o', 'incremento', 'da', 'media', 'estatal', 'foi', 'de', '4,8', 'puntos', '.', 'Iso', 'significa', 'que', 'a', 'fenda', 'dixital', 'con', 'España', 'se', 'reduce', 'en', '4,6', 'puntos', ',', 'pois', 'en', '2010', 'o', 'acceso', 'á', 'rede', 'en', 'Galicia', 'era', 'do', '48,8', '%', ',', 'fronte', 'a', 'unha', 'media', 'estatal', 'do', '59,1', '%', 'dos', 'fogares', '.', 'Un', '60,3', '%', 'da', 'poboación', 'galega', 'utilizou', 'Internet', 'nos', 'últimos', 'tres', 'meses', ',', '6,7', 'puntos', 'máis', 'que', 'a', 'principios', 'do', 'ano', '2010', '.', 'Tamén', 'na', 'banda', 'larga', 'se', 'reducen', 'as', 'diferenzas', ',', 'aínda', 'que', 'Galicia', 'segue', 'lonxe', 'das', 'medias', 'estatal', 'e', 'europea', 'Iso', 'si', ',', 'o', 'dato', 'de', 'contratación', 'da', 'conexión', 'a', 'Internet', 'elévase', 'nas', 'grandes', 'cidades', 'ata', 'o', '67,9', '%', ',', 'case', '10', 'puntos', 'por', 'riba', 'da', 'media', 'galega', 'e', 'converxendo', 'xa', 'coa', 'media', 'estatal', '(', 'a', 'só', '2', 'décimas', ')', '.', 'Mentres', ',', 'nos', '199', 'concellos', 'rurais', 'de', 'menos', 'de', '5.000', 'habitantes', 'a', 'porcentaxe', 'descende', 'até', 'o', '43,3', '%', '.', 'Tamén', 'na', 'banda', 'larga', 'se', 'reducen', 'as', 'diferenzas', ',', 'aínda', 'que', 'Galicia', 'segue', 'lonxe', 'das', 'medias', 'estatal', 'e', 'europea', '.', 'O', '55,9', '%', 'dos', 'fogares', 'galegos', 'conéctase', 'a', 'Internet', 'mediante', 'banda', 'larga', ',', 'un', '20,2', '%', 'máis', 'que', 'en', '2010', ',', 'cun', 'ritmo', 'de', 'crecemento', 'que', 'duplica', 'ao', 'da', 'media', 'estatal', ',', 'o', 'que', 'permitiu', 'reducir', 'a', 'fenda', 'dixital', 'entre', 'Galicia', 'e', 'España', 'en', '4,9', 'puntos', '.', 'En', 'España', 'a', 'cifra', 'de', 'fogares', 'con', 'banda', 'larga', 'chega', 'ao', '61,9', '%', 'e', 'na', 'UE', 'é', 'xa', 'do', '68', '%', '.', 'Os', 'galegos', 'e', 'galegas', 'de', '16', 'a', '44', 'empegan', 'máis', 'Internet', 'que', 'a', 'media', 'estatal', 'neses', 'grupos', 'de', 'idade', 'Os', 'galegos', 'e', 'galegas', 'de', '16', 'a', '44', 'empregan', 'máis', 'Internet', 'que', 'a', 'media', 'estatal', 'neses', 'grupos', 'de', 'idade', ',', 'de', 'feito', ',', 'os', 'menores', 'de', '35', 'anos', ',', 'cunha', 'porcentaxe', 'de', 'usuarios', 'da', 'rede', 'superior', 'ao', '90', '%', ',', 'superan', 'en', 'máis', 'de', 'dous', 'puntos', 'a', 'media', 'española', '.', 'Porén', ',', 'de', '45', 'anos', 'en', 'adiante', ',', 'a', 'porcentaxe', 'de', 'usuarios', 'de', 'Internet', 'en', 'Galicia', 'é', 'moi', 'inferior', 'á', 'media', 'do', 'Estado', ',', 'con', 'entre', '7', 'e', '9', 'puntos', 'de', 'diferenza', '.', 'Chama', 'a', 'atención', ',', 'por', 'exemplo', ',', 'que', 'entre', 'os', 'galegos', 'que', 'teñen', 'entre', '45', 'e', '54', 'anos', 'a', 'porcentaxe', 'de', 'usuarios', 'da', 'rede', 'sexa', 'só', 'do', '55,8', '%', ',', 'mentres', 'que', 'a', 'media', 'do', 'Estado', 'é', 'do', '65,1', '%', '.', 'Finalmente', ',', 'o', '16,4', '%', 'da', 'poboación', 'galega', 'merco', 'a', 'través', 'de', 'Internet', 'nos', 'últimos', 'tres', 'meses', '.', 'As', 'compras', 'a', 'través', 'da', 'rede', 'incrementáronse', 'un', '13,9', '%', 'no', 'período', '2010-2011', 'fronte', 'ao', '8,6', '%', 'da', 'media', 'estatal', ',', 'o', 'que', 'volve', 'a', 'reflectir', 'un', 'maior', 'ritmo', 'de', 'crecemento', 'galego', 'e', 'unha', 'tendencia', 'cara', 'a', 'converxencia', '.']",1,18,652,36.22222222222222,,,,,,,,,,
human,human,"['A', 'fenda', 'dixital', 'en', 'Galiza', 'redúcese', ',', 'aínda', 'que', 'continúa', 'por', 'baixo', 'da', 'media', 'española', 'de', 'acordo', 'cos', 'datos', 'da', 'Sociedade', 'da', 'Información', 'e', 'da', 'Modernización', 'de', 'Galicia', '(', 'OSIMGA', ')', '.', 'Se', 'miramos', 'o', 'indorme', 'polo', 'miúdo', 'apreciamos', 'que', 'os', 'principais', 'factores', 'que', 'determinan', 'a', 'fenda', 'son', 'o', 'do', 'hábitat', '(', 'rural-urbano', ')', 'e', 'o', 'da', 'idade', ',', 'moi', 'pronunciada', 'na', 'xente', 'máis', 'vella', '.', 'Resulta', 'curioso', 'que', 'os', 'galegos', 'antes', 'dos', '44', 'anos', 'fan', 'un', 'uso', 'maior', 'da', 'rede', 'do', 'que', 'o', 'resto', 'do', 'Estado', ',', 'tendo', ',', 'en', 'consecuencia', ',', 'unha', 'caída', 'moi', 'notoria', 'a', 'partir', 'destas', 'idades', '.', 'O', 'fechamento', 'deste', 'fenda', 'fronte', 'ao', 'resto', 'do', 'estado', 'podemos', 'velo', 'no', 'crecemento', 'de', 'cas', '10', 'puntos', 'porcentuais', 'na', 'contratación', 'de', 'Internet', 'doméstico', 'en', 'Galiza', ',', 'fronte', 'aos', 'case', '5', 'do', 'Estado', '.', 'A', 'fenda', 'tamén', 'se', 've', 'na', 'calidade', 'da', 'rede', ',', 'malia', 'que', 'o', 'uso', 'de', 'banda', 'larga', 'está', 'a', 'medrar', 'moi', 'rápido', ',', 'aínda', 'estamos', 'moi', 'lonxe', 'de', 'acadar', 'as', 'cifras', 'española', 'e', 'europea', '.', 'Un', 'dos', 'sectores', 'onde', 'máis', 'se', 'acentúa', 'este', 'crecemento', 'foi', 'o', 'das', 'compra', 'en', 'liña', ',', 'máis', 'de', 'un', 'cuarto', 'dos', 'galegos', 'realizaron', 'algunha', 'no', 'último', 'trimestre', ',', 'case', 'á', 'par', 'de', 'España', '.']",1,6,204,34.0,0.6793478260869565,1.3532608695652173,3.119565217391304,184.0,0.48760330578512395,0.2066115702479339,0.8314606741573034,0.02247191011235955,0.9395604395604396,0.0
human,human,"['Galicia', 'achégase', 'á', 'súa', 'converxencia', 'cos', 'indicadores', 'estatais', 'de', 'uso', 'de', 'Internet', 'segundo', 'a', 'Sociedade', 'da', 'Información', 'e', 'Modernización', 'de', 'Galicia', '.', 'Internamente', 'segue', 'a', 'haber', 'fendas', 'entre', 'o', 'rural', 'e', 'o', 'urbano', '(', 'as', 'urbes', 'galegas', 'teñen', 'cifras', 'semellantes', 'ás', 'da', 'media', 'española', 'mentres', 'que', 'o', 'rural', 'segue', 'lonxe', ')', 'e', 'por', 'idades', '(', 'os', 'galegos', 'menores', 'de', '44', 'anos', 'usan', 'Internet', 'máis', 'que', 'o', 'resto', 'do', 'estado', 'ao', 'contrario', 'dos', 'maiores', 'cunha', 'media', 'de', 'uso', 'moi', 'inferior', ')', '.', 'O', 'ritmo', 'de', 'crecemento', 'galego', 'duplica', 'o', 'estatal', 'e', 'por', 'iso', 'se', 'reduce', 'a', 'fenda', 'de', 'crecemento', 'dun', 'respecto', 'do', 'outro', '.', 'A', 'contratación', 'de', 'internet', 'nas', 'cidades', 'galegas', 'é', 'moi', 'superior', 'á', 'da', 'media', 'galega', '.', 'Os', 'galegos', 'de', 'entre', '16', 'e', '44', 'empregan', 'máis', 'internet', 'que', 'a', 'media', 'estatal', 'deste', 'grupo', 'de', 'idade', ',', 'porén', ',', 'os', 'de', 'entre', '45', 'e', '54', 'están', 'por', 'debaixo', 'da', 'media', 'do', 'seu', 'equivalente', 'estatal', '.', 'O', 'incremento', 'de', 'vendas', 'online', 'en', 'Galicia', 'tamén', 'foi', 'maior', 'que', 'o', 'da', 'media', 'do', 'estado', ',', 'polo', 'que', 'neste', 'asunto', 'tamén', 'se', 'reduciu', 'a', 'fenda', 'nesa', 'comparativa', '.']",1,6,184,30.666666666666668,0.8070175438596491,2.56140350877193,3.3567251461988303,171.0,0.3076923076923077,0.25961538461538464,0.6560509554140127,0.06369426751592357,0.8214285714285714,0.005952380952380952
human,human,"['Segundo', 'os', 'datos', 'da', 'Sociedade', 'da', 'Información', 'e', 'da', 'Modernización', 'de', 'Galicia', '(', 'OSIMGA', ')', ',', 'Galicia', 'reduce', 'a', 'súa', 'fenda', 'dixital', 'en', '4,6', 'punrtos', ',', 'pero', 'segue', 'por', 'detrás', 'da', 'media', 'española', '.', 'Os', 'datos', 'permiten', 'albiscar', ',', 'así', 'mesmo', ',', 'unha', 'fenda', 'entre', 'o', 'rural', 'e', 'o', 'urbano', 'galegos', 'e', 'entre', 'a', 'xente', 'maior', 'e', 'a', 'moza', '.', 'Un', 'dato', 'relevante', 'é', 'que', 'o', '58,3', '%', 'dos', 'fogares', 'galegos', 'dispón', 'de', 'conexión', 'a', 'Internet', ',', 'fronte', 'ó', '63,9', '%', 'da', 'media', 'española', '.', 'Tamén', 'na', 'banda', 'larga', 'se', 'reducen', 'as', 'diferenzas', ',', 'aínda', 'que', 'Galicia', 'segue', 'lonxe', 'das', 'medias', 'estatal', 'e', 'europea', '.', 'Os', 'galegos', 'e', 'galegas', 'de', '16', 'a', '44', 'empregan', 'máis', 'Internet', 'que', 'a', 'media', 'estatal', 'neses', 'grupos', 'de', 'idade', '.', 'Porén', ',', 'de', '45', 'anos', 'en', 'adiante', ',', 'a', 'porcentaxe', 'de', 'usuarios', 'de', 'Internet', 'en', 'Galicia', 'é', 'moi', 'inferior', 'á', 'media', 'do', 'Estado', '.']",1,6,149,24.833333333333332,0.9007633587786259,9.603053435114504,4.3816793893129775,131.0,0.1511627906976744,0.22093023255813954,0.3333333333333333,0.031746031746031744,0.4453125,0.0078125
gpt5,base,"['Galicia', 'está', 'reducindo', 'a', 'súa', 'fenda', 'dixital', 'e', 'avanzando', 'cara', 'á', 'converxencia', 'cos', 'indicadores', 'estatais', ',', 'aínda', 'que', 'segue', 'por', 'detrás', 'da', 'media', 'española', '.', 'O', 'acceso', 'a', 'Internet', 'medrou', 'con', 'forza', '(', '58,3', '%', 'dos', 'fogares', ',', 'fronte', 'ao', '63,9', '%', 'estatal', ')', ',', 'cun', 'ritmo', 'de', 'crecemento', 'que', 'duplica', 'ao', 'do', 'conxunto', 'de', 'España', ',', 'o', 'que', 'permitiu', 'reducir', 'a', 'diferenza', '.', 'Porén', ',', 'existen', 'desigualdades', 'internas', ':', 'Hábitat', ':', 'nas', 'cidades', 'a', 'conexión', 'chega', 'ao', '67,9', '%', 'dos', 'fogares', '(', 'case', 'na', 'media', 'estatal', ')', ',', 'mentres', 'que', 'nas', 'zonas', 'rurais', 'cae', 'ao', '43,3', '%', '.', 'Idade', ':', 'os', 'galegos', 'de', '16', 'a', '44', 'anos', 'empregan', 'Internet', 'máis', 'que', 'a', 'media', 'española', ',', 'pero', 'a', 'partir', 'dos', '45', 'anos', 'a', 'porcentaxe', 'baixa', 'notablemente', ',', 'con', 'entre', '7', 'e', '9', 'puntos', 'menos', 'ca', 'no', 'Estado', '.', 'En', 'banda', 'larga', 'tamén', 'se', 'mellora', '(', '55,9', '%', 'dos', 'fogares', ')', ',', 'cun', 'crecemento', 'máis', 'rápido', 'ca', 'no', 'resto', 'de', 'España', ',', 'aínda', 'que', 'lonxe', 'das', 'medias', 'estatal', '(', '61,9', '%', ')', 'e', 'europea', '(', '68', '%', ')', '.', 'No', 'comercio', 'electrónico', ',', 'o', '16,4', '%', 'da', 'poboación', 'galega', 'mercou', 'en', 'liña', 'nos', 'últimos', 'tres', 'meses', ',', 'cun', 'incremento', 'maior', 'ca', 'no', 'resto', 'do', 'Estado', ',', 'o', 'que', 'reforza', 'a', 'tendencia', 'cara', 'á', 'converxencia', '.', '👉', 'En', 'resumo', ':', 'Galicia', 'recorta', 'distancias', 'con', 'España', 'en', 'uso', 'de', 'Internet', ',', 'banda', 'larga', 'e', 'compras', 'en', 'liña', ',', 'pero', 'persisten', 'importantes', 'fendas', 'entre', 'cidade', 'e', 'rural', 'e', 'entre', 'xeracións', '.']",0,9,247,27.444444444444443,0.7635467980295566,1.9655172413793103,2.8275862068965516,203.0,0.32116788321167883,0.22627737226277372,0.6597938144329897,0.03608247422680412,0.84,0.005
gpt5,5w1h,"['Aquí', 'tes', 'o', 'resumo', 'do', 'texto', 'aplicando', 'o', 'método', '5W1H', ':', 'Que', '?', 'A', 'fenda', 'dixital', 'en', 'Galicia', 'está', 'a', 'reducirse', ',', 'aumentando', 'o', 'acceso', 'a', 'Internet', 'e', 'á', 'banda', 'larga', ',', 'así', 'como', 'o', 'uso', 'da', 'rede', 'e', 'das', 'compras', 'en', 'liña', '.', 'Quen', '?', 'A', 'poboación', 'galega', 'en', 'xeral', ',', 'con', 'diferenzas', 'segundo', 'idade', '(', 'máis', 'uso', 'entre', '16-44', 'anos', ',', 'menor', 'entre', 'maiores', 'de', '45', ')', 'e', 'segundo', 'hábitat', '(', 'urbano', 'con', 'mellores', 'cifras', 'ca', 'rural', ')', '.', 'Cando', '?', 'Datos', 'publicados', 'en', '2011', ',', 'comparando', 'a', 'evolución', 'entre', '2010', 'e', '2011', '.', 'Onde', '?', 'En', 'Galicia', ',', 'con', 'diferenzas', 'entre', 'cidades', '(', 'até', '67,9', '%', 'de', 'fogares', 'conectados', ')', 'e', 'concellos', 'rurais', 'de', 'menos', 'de', '5.000', 'habitantes', '(', '43,3', '%', ')', '.', 'Por', 'que', '?', 'Porque', 'o', 'ritmo', 'de', 'crecemento', 'galego', 'en', 'contratación', 'e', 'uso', 'de', 'Internet', 'duplica', 'o', 'estatal', ',', 'o', 'que', 'permite', 'avanzar', 'na', 'converxencia', 'coa', 'media', 'española', 'e', 'europea', '.', 'Como', '?', 'Mediante', 'un', 'incremento', 'notable', 'na', 'contratación', 'de', 'conexións', 'a', 'Internet', '(', '9,4', 'puntos', 'en', 'Galicia', 'fronte', 'a', '4,8', 'no', 'Estado', ')', ',', 'no', 'acceso', 'á', 'banda', 'larga', '(', '+20,2', '%', ')', ',', 'e', 'no', 'uso', 'da', 'rede', 'e', 'compras', 'en', 'liña', '(', '+13,9', '%', 'fronte', 'ao', '8,6', '%', 'estatal', ')', '.']",0,13,210,16.153846153846153,0.7041420118343196,1.4615384615384615,3.396449704142012,169.0,0.43243243243243246,0.2072072072072072,0.775,0.05,0.9212121212121213,0.012121212121212121
gpt5,tldr,"['Galicia', 'reduce', 'a', 'súa', 'fenda', 'dixital', 'e', 'achégase', 'ás', 'medias', 'estatais', 'en', 'uso', 'de', 'Internet', 'e', 'dispoñibilidade', 'no', 'fogar', ',', 'aínda', 'que', 'segue', 'por', 'detrás', 'de', 'España', 'e', 'da', 'UE', '.', 'O', 'crecemento', 'é', 'máis', 'rápido', 'ca', 'media', 'estatal', ',', 'especialmente', 'en', 'conexións', 'de', 'banda', 'larga', 'e', 'compras', 'en', 'liña', '.', 'As', 'cidades', 'galegas', 'xa', 'converxen', 'cos', 'indicadores', 'españois', ',', 'pero', 'nas', 'zonas', 'rurais', 'e', 'nos', 'maiores', 'de', '45', 'anos', 'persiste', 'unha', 'forte', 'brecha', '.', 'Os', 'menores', 'de', '44', 'anos', 'en', 'Galicia', 'usan', 'Internet', 'incluso', 'máis', 'ca', 'media', 'estatal', '.']",0,4,90,22.5,0.7951807228915663,1.7108433734939759,6.9156626506024095,83.0,0.24242424242424243,0.13636363636363635,0.6790123456790124,0.012345679012345678,0.8641975308641975,0.0
salamandra,base,"['A', 'pesar', 'diso', ',', 'Galicia', 'continúa', 'sendo', 'a', 'comunidade', 'autónoma', 'onde', 'menor', 'proporción', 'de', 'poboación', 'realiza', 'compras', 'a', 'través', 'de', 'Internet', ',', 'co', '16,4', '%', ',', 'fronte', 'ao', '20,1', '%', 'da', 'media', 'nacional', '.', 'Resumo', ':', 'Galicia', 'reduciu', 'a', 'súa', 'fenda', 'digital', 'respecto', 'aos', 'indicadores', 'nacionais', 'de', 'utilización', 'de', 'internet', 'e', 'disponibilidad', 'de', 'equipos', 'domésticos', ',', 'aínda', 'que', 'permanece', 'por', 'debaixo', 'da', 'media', 'española', '.', 'Aínda', 'así', ',', 'dentro', 'de', 'Galicia', 'persiste', 'unha', 'brecha', 'en', 'canto', 'a', 'hábitats', 'urbanos', '/', 'rurais', 'e', 'grupos', 'de', 'idade', '.', 'No', 'ámbito', 'urbano', ',', 'as', 'taxas', 'de', 'acceso', 'e', 'uso', 'de', 'internet', 'son', 'similares', 'ás', 'españolas', ',', 'mentres', 'que', 'nas', 'áreas', 'rurais', 'continúan', 'distando', 'da', 'converxencia', '.', 'Ademais', ',', 'os', 'galegos', 'menores', 'de', '44', 'anos', 'utilizan', 'internet', 'máis', 'que', 'a', 'media', 'española', ',', 'pero', 'isto', 'diminúe', 'conforme', 'aumenta', 'a', 'idade', '.', 'Por', 'último', ',', 'o', '16,4', '%', 'da', 'poboación', 'galega', 'realizou', 'compras', 'a', 'través', 'de', 'internet', 'nos', 'últimos', 'tres', 'meses', ',', 'aínda', 'que', 'esta', 'porcentaxe', 'é', 'lixeiramente', 'inferior', 'á', 'media', 'nacional', '.', 'Galicia', 'mantén', 'a', 'posición', 'como', 'a']",0,7,174,24.857142857142858,0.6225165562913907,1.7086092715231789,3.801324503311258,151.0,0.5233644859813084,0.14018691588785046,0.7183098591549296,0.04929577464788732,0.8299319727891157,0.013605442176870748
salamandra,5w1h,"['Quen', '?', 'A', 'sociedade', 'da', 'información', 'e', 'modernidade', 'de', 'Galicia', '(', 'OSIMGA', ')', '.', 'Cando', '?', 'Este', 'luns', '.', 'Onde', '?', 'Non', 'especifica', '.', 'Por', 'que', '?', 'Para', 'publicar', 'os', 'datos', 'sobre', 'o', 'uso', 'de', 'internet', 'e', 'dispositivos', 'dispoñibles', 'no', 'fogar', 'en', 'Galicia', '.', 'Como', '?', 'Mediante', 'un', 'comunicado', 'de', 'prensa', '.', 'Galicia', 'reduce', 'a', 'súa', 'fenda', 'dixital', ',', 'achégase', 'á', 'súa', 'converxencia', 'cos', 'indicadores', 'estatais', 'de', 'uso', 'de', 'Internet', 'e', 'dispoñibilidade', 'de', 'equipos', 'no', 'fogar', ',', 'pero', 'segue', 'por', 'detrás', 'da', 'media', 'española', ',', 'segundo', 'os', 'datos', 'publicados', 'este', 'luns', 'pola', 'Sociedade', 'da', 'Información', 'e', 'da', 'Modernización', 'de', 'Galicia', '(', 'OSIMGA', ')', '.', 'Así', ',', 'se', 'se', 'analizan', 'os', 'datos', 'polo', 'miúdo', ',', 'advírtese', 'que', 'tamén', 'no', 'interior', 'de', 'Galicia', 'hai', 'unha', 'fenda', ',', 'tanto', 'en', 'función', 'do', 'hábitat', '(', 'urbano-rural', ')', 'coma', 'por', 'grupos', 'de', 'idade', '.', 'As', 'urbes', 'galegas', 'amósan', 'cifras', 'de', 'acceso', 'e', 'uso', 'de', 'Internet', 'semellantes', 'á', 'media', 'española', ',', 'pero', 'as', 'zonas', 'rurais', 'seguen', 'lonxe', 'da', 'conver']",0,10,163,16.3,0.8478260869565217,17.152173913043477,4.159420289855072,138.0,0.22826086956521738,0.25,0.2926829268292683,0.08130081300813008,0.3384615384615385,0.038461538461538464
salamandra,tldr,"['A', 'pesar', 'de', 'que', 'Galicia', 'reduciu', 'a', 'súa', 'brecha', 'digital', 'respecto', 'aos', 'indicadores', 'nacionais', 'de', 'utilización', 'de', 'internet', 'e', 'disponibilidad', 'de', 'equipos', 'domésticos', ',', 'continúa', 'por', 'debaixo', 'da', 'media', 'nacional', '.', 'Ademais', ',', 'dentro', 'de', 'Galicia', 'existe', 'unha', 'fenda', 'en', 'termos', 'de', 'hábitats', 'urbanos', '/', 'rurais', 'e', 'grupos', 'de', 'idade', '.', 'Concretamente', ',', 'as', 'áreas', 'urbanas', 'galegas', 'mostran', 'taxas', 'similares', 'ás', 'da', 'media', 'nacional', 'para', 'acceder', 'e', 'usar', 'internet', ',', 'pero', 'as', 'áreas', 'rurais', 'están', 'lonxe', 'da', 'converxencia', '.', 'Do', 'mesmo', 'xeito', ',', 'os', 'mozos', 'galegos', 'de', '16', 'a', '44', 'anos', 'utilizan', 'internet', 'máis', 'que', 'a', 'media', 'nacional', ',', 'pero', 'as', 'persoas', 'maiores', 'de', '45', 'anos', 'utilízanlo', 'moito', 'menos', '.', 'Ademais', ',', 'o', '16,4', '%', 'da', 'poboación', 'galega', 'fai', 'compras', 'por', 'internet', 'nos', 'últimos', 'tres', 'meses', ',', 'cun', 'aumento', 'dun', '13,9', '%', 'desde', '2010-2011', ',', 'superando', 'así', 'a', 'media', 'nacional', '.', 'Notas', ':', 'A', 'información', 'provén', 'dunha', 'fonte', 'oficial', 'publicada', 'o', '12', 'de', 'marzo', 'de', '2012']",0,6,156,26.0,0.539568345323741,1.143884892086331,4.129496402877698,139.0,0.5882352941176471,0.16666666666666666,0.8045112781954887,0.03759398496240601,0.9124087591240876,0.0
llama3,base,"['Segundo', 'os', 'datos', 'publicados', 'polo', 'OSIMGA', ',', 'Galicia', 'reduce', 'a', 'súa', 'fenda', 'dixital', ',', 'achégase', 'á', 'súa', 'converxencia', 'cos', 'indicadores', 'estatais', 'de', 'uso', 'de', 'Internet', 'e', 'dispoñibilidade', 'de', 'equipamentos', 'no', 'fogar', ',', 'pero', 'segue', 'por', 'detrás', 'da', 'media', 'española', '.']",0,1,40,40.0,0.9722222222222222,23.86111111111111,15.944444444444445,36.0,0.030303030303030304,0.06060606060606061,0.08571428571428572,0.0,0.14705882352941177,0.0
llama3,5w1h,"['A', 'redución', 'da', 'fenda', 'dixital', 'en', 'Galicia', 'está', 'sendo', 'motivada', 'polo', 'aumento', 'do', 'uso', 'de', 'Internet', 'e', 'a', 'dispoñibilidade', 'de', 'equipamentos', 'nas', 'casas', ',', 'aínda', 'que', 'segue', 'sendo', 'menor', 'que', 'a', 'media', 'española', '.', 'A', 'redución', 'da', 'fenda', 'dixital', 'en', 'Galicia', 'está', 'sendo', 'motivada', 'polo', 'aumento', 'do', 'uso', 'de', 'Internet', 'e', 'a', 'dispoñibilidade', 'de', 'equipamentos', 'nas', 'casas', ',', 'aínda', 'que', 'segue', 'sendo', 'menor', 'que', 'a', 'media', 'española', '.']",0,2,68,34.0,0.78125,1.71875,8.96875,64.0,0.2222222222222222,1.0,0.65625,0.96875,0.84375,0.9375
llama3,tldr,"['Galicia', 'reduciu', 'a', 'súa', 'fenda', 'dixital', 'co', 'respecto', 'a', 'España', ',', 'achegándose', 'aos', 'indicadores', 'estatais', 'de', 'uso', 'de', 'Internet', 'e', 'dispoñibilidade', 'de', 'equipamentos', 'no', 'fogar', ',', 'pero', 'segue', 'por', 'detrás', 'da', 'media', 'española', '.']",0,1,34,34.0,0.8064516129032258,10.870967741935484,18.516129032258064,31.0,0.21428571428571427,0.07142857142857142,0.3,0.0,0.41379310344827586,0.0
